accuracy,balanced_accuracy,macro_f1,weighted_f1,attack_recall,minority_recall,precision_attack,fpr,fnr,roc_auc,pr_auc,model,family,train_time_sec,inference_latency_sec_per_sample,peak_memory_MB,seed,eval_split,dataset,n_params,cumulative_reward,cumulative_reward_per_window,avg_detection_delay,telemetry_cost,escalation_rate,isolation_rate,abstention_rate,budget_violation_rate
0.9444666666666668,0.9422651273468674,0.940078988984504,0.9445996265964292,0.9501616098425608,0.934368644851174,0.9625052809463456,0.065631355148826,0.0498383901574392,0.9910079701075524,0.9950863623878908,HistGradientBoosting,classical_tree,1.4424498081207275,1.6196250915527343e-06,61.391892,1,test,UNSW-NB15,,,,,,,,,
0.946,0.94414937557297,0.9417583781268128,0.9461404094197152,0.9507871963298926,0.9375115548160472,0.96425927884107,0.0624884451839526,0.0492128036701073,0.9912905577055152,0.9952381329672522,XGBoost,classical_tree,0.3338661193847656,2.197901407877604e-07,0.564046,1,test,UNSW-NB15,,,,,,,,,
0.9422666666666668,0.9482432718369904,0.9386457469855272,0.9428012590894034,0.9268063809821708,0.96968016269181,0.9818844581906552,0.03031983730819,0.0731936190178292,0.9914851499157084,0.9953523877872256,LightGBM,classical_tree,0.4223220348358154,5.822976430257162e-07,4.138245,1,test,UNSW-NB15,,,,,,,,,
0.9416,0.9388142528008988,0.9369440083524908,0.9417210831978988,0.9488061724533416,0.9288223331484564,0.959409594095941,0.0711776668515437,0.0511938275466583,0.9904346122079886,0.9947618167548916,CatBoost,classical_tree,2.8109021186828613,4.492282867431641e-07,0.843036,1,test,UNSW-NB15,,,,,,,,,
0.8791333333333333,0.8881928964532924,0.8732678725118697,0.8808691607533823,0.8556980502554478,0.920687742651137,0.95032422417786,0.079312257348863,0.1443019497445521,0.9605094915603364,0.9779171254911354,MLP,deep,4.878160238265991,5.345010757446289e-06,2.914889,1,test,UNSW-NB15,7042.0,,,,,,,,
0.838304971638305,0.8100160243810743,0.8188926404535236,0.8354362516813204,0.9114056141083168,0.7086264346538319,0.8473030655801319,0.2913735653461681,0.0885943858916831,0.8869291128314312,0.8880661192219568,1D-CNN,deep,8.117857933044434,7.816629088398295e-06,2.876212,1,test,UNSW-NB15,7234.0,,,,,,,,
0.908641975308642,0.9049879995825942,0.901708197014683,0.9089921485340404,0.9180841072732964,0.8918918918918919,0.9377531443189084,0.1081081081081081,0.0819158927267035,0.9744171839842112,0.9856465390027136,LSTM,deep,15.931671142578123,9.576821669284844e-06,2.881892,1,test,UNSW-NB15,9794.0,,,,,,,,
0.9018351685018352,0.899706457925636,0.8947966090970996,0.9023890283105154,0.9073359073359072,0.8920770085153646,0.9371631817201984,0.1079229914846353,0.0926640926640926,0.9728914158004484,0.9847246127642116,GRU,deep,15.642405986785889,1.399221919877234e-05,2.879181,1,test,UNSW-NB15,7362.0,,,,,,,,
0.8690023356690023,0.8760551290169949,0.8623933913323525,0.8708075193078497,0.8507774183449859,0.901332839689004,0.9386368869445084,0.0986671603109959,0.1492225816550141,0.9577877982047608,0.9756303386533508,CNN-LSTM,deep,18.889482498168945,9.386039074556328e-06,2.880492,1,test,UNSW-NB15,12578.0,,,,,,,,
0.887354020687354,0.8826499980702128,0.8789745462763172,0.8878598068678832,0.8995095481581968,0.8657904479822288,0.922418405564473,0.1342095520177711,0.1004904518418031,0.9625634999470516,0.9783515141601424,CNN-BiLSTM,deep,27.78600811958313,1.1906529968485738e-05,2.881329,1,test,UNSW-NB15,21090.0,,,,,,,,
0.7285952619285953,0.6688342227031602,0.6766522677061588,0.7128117180631364,0.8830220181571533,0.454646427249167,0.7417601683029453,0.5453535727508331,0.1169779818428467,0.7435828780626004,0.7839778330785268,TCN,deep,11.117181539535522,1.111872243133433e-05,2.876406,1,test,UNSW-NB15,7234.0,,,,,,,,
0.8611277944611277,0.8706656622243443,0.8548010016173848,0.8632576259395361,0.8364812689137013,0.9048500555349872,0.9397420867526376,0.0951499444650129,0.1635187310862986,0.9568638860242572,0.9743045569386924,TransformerEncoder,deep,25.16250824928284,9.210085049445603e-06,2.883859,1,test,UNSW-NB15,9986.0,,,,,,,,
0.7022,0.6463676920721977,0.6517957313248691,0.6887311880621035,0.8466270461891356,0.4461083379552597,0.7304785894206549,0.5538916620447403,0.1533729538108643,0.7113639865314819,0.813870632160486,FT-Transformer,deep,37.75711798667908,1.0713291168212891e-05,2.884255,1,test,UNSW-NB15,2306.0,,,,,,,,
0.8165333333333333,0.826705487957171,0.8093583439668706,0.8196696173450656,0.7902199979147118,0.8631909779996303,0.9110470008414472,0.1368090220003697,0.2097800020852883,0.8860056857935484,0.940473339878884,GCN,graph,2.9180262088775635,3.803507486979167e-06,1.086732,1,test,UNSW-NB15,5922.0,,,,,,,,
