accuracy,balanced_accuracy,macro_f1,weighted_f1,precision_benign,recall_benign,f1_benign,precision_attack,recall_attack,f1_attack,minority_recall,fpr,fnr,roc_auc,pr_auc,threshold,threshold_key,tn,fp,fn,tp,dataset,seed,candidate,split,n_experts,latency_sec,peak_memory_MB,row_cap,post_determinism_fix,rl_train_time_sec,eval_latency_sec,n_rl_params,attack_recall,cumulative_reward,cumulative_reward_per_window,avg_detection_delay,telemetry_cost,escalation_rate,isolation_rate,abstention_rate,budget_violation_rate,calibration_violation_rate,commit_rate
0.9983404784953672,0.997262929947672,0.9975954600050279,0.9983399232020825,,,,0.9986677324806821,,,0.9953256466188843,0.004674353381115612,0.0007997867235403892,0.9999557197129275,0.9999872552112138,,,,,,,ToN-IoT-Network,0,C_SafetyShieldedRL,val,9,164.75774431228638,0.501996,100000,True,15.38378643989563,6.791773319244385,9747.0,0.9992002132764596,24374.23000000002,107.85057522123903,0.0,0.0,0.0,0.0,0.0,0.0,0.0006223205642373116,1.0
0.9988431439265056,0.9975217848257959,0.9981296967537789,0.998842436453549,,,,0.9989066442388562,,,0.9953802416488984,0.004619758351101635,0.00033667199730662403,0.9999172826573781,0.9999797155651645,,,,,,,ToN-IoT-Network,0,C_SafetyShieldedRL,test,9,164.75774431228638,0.501996,100000,True,15.38378643989563,7.175609111785889,9747.0,0.9996633280026934,25601.80000000004,111.31217391304365,0.0,0.0,0.0,0.0,0.0,0.0,0.00047635250085062945,1.0
0.9943245515695067,0.9115673703520755,0.933690104736123,0.994171589748075,0.9210653753026634,0.8248048568950563,0.8702814001372684,0.9958707672809411,0.9983298838090945,0.9970988093349775,0.9983298838090945,0.17519514310494363,0.0016701161909055513,0.9987265385149736,0.9999700555307376,0.11,temperature,1902.0,404.0,163.0,97435.0,CICIoT2023,0,A_TreeGuidedGraphMoE,val,9,319.7462658882141,4130.011578,100000,True,,,,,,,,,,,,,,
0.9941152333390046,0.9135281293260096,0.934020769849839,0.993969028832566,0.9177449168207024,0.828881469115192,0.8710526315789474,0.9958058411334458,0.9981747895368273,0.9969889081207305,0.9981747895368273,0.17111853088480802,0.00182521046317279,0.998677235113768,0.9999676877291188,0.11,temperature,1986.0,410.0,178.0,97345.0,CICIoT2023,0,A_TreeGuidedGraphMoE,test,9,319.7462658882141,4130.011578,100000,True,,,,,,,,,,,,,,
0.9769178411274824,0.5,0.494162084434588,0.9655115133857887,,,,0.9769178411274824,,,0.0,1.0,0.0,0.9987265385149735,0.9999700555307238,,,,,,,CICIoT2023,0,B_BudgetedRLInvestigation,val,9,335.67548418045044,0.489308,100000,True,15.929218292236328,53.656901359558105,10131.0,1.0,256289.35999999967,164.1828058936577,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.9760205766671004,0.5,0.4939323953363519,0.9641763626614968,,,,0.9760205766671004,,,0.0,1.0,0.0,0.9986772351137679,0.9999676877291187,,,,,,,CICIoT2023,0,B_BudgetedRLInvestigation,test,9,335.67548418045044,0.489308,100000,True,15.929218292236328,70.5896668434143,10131.0,1.0,255843.71000000002,163.79238796414853,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.9769178411274824,0.5,0.494162084434588,0.9655115133857887,,,,0.9769178411274824,,,0.0,1.0,0.0,0.9987265385149735,0.9999700555307238,,,,,,,CICIoT2023,0,C_SafetyShieldedRL,val,9,335.67548418045044,0.489308,100000,True,15.929218292236328,79.29908323287964,10131.0,1.0,256289.35999999967,164.1828058936577,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.9760205766671004,0.5,0.4939323953363519,0.9641763626614968,,,,0.9760205766671004,,,0.0,1.0,0.0,0.9986772351137679,0.9999676877291187,,,,,,,CICIoT2023,0,C_SafetyShieldedRL,test,9,335.67548418045044,0.489308,100000,True,15.929218292236328,123.8986964225769,10131.0,1.0,255843.71000000002,163.79238796414853,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.946136924205053,0.9418374890580999,0.9416238169737762,0.946149908450264,0.9243681977494927,0.9264189314106119,0.9253924284395199,0.958455114822547,0.957256046705588,0.9578552055080325,0.957256046705588,0.07358106858938805,0.04274395329441201,0.9908149716801963,0.9949552679167378,0.44,temperature,5011.0,398.0,410.0,9182.0,UNSW-NB15,1,A_TreeGuidedGraphMoE,val,9,159.68636178970337,963.37332,100000,True,,,,,,,,,,,,,,
0.9470666666666666,0.9424038863389502,0.9425822472909233,0.947055969101362,0.9273939618447861,0.9256794231835829,0.9265358993338267,0.9581293615248412,0.9591283494943176,0.95862859524802,0.9591283494943176,0.07432057681641709,0.04087165050568241,0.9918779004142414,0.9955618296987635,0.44,temperature,5007.0,402.0,392.0,9199.0,UNSW-NB15,1,A_TreeGuidedGraphMoE,test,9,159.68636178970337,963.37332,100000,True,,,,,,,,,,,,,,
0.9460666666666666,0.9462147326914441,0.9420458319899643,0.9463037849859965,,,,0.9692274815685437,,,0.9467455621301775,0.05325443786982249,0.054316096747289405,0.9908132732651963,0.9949552677347309,,,,,,,UNSW-NB15,1,B_BudgetedRLInvestigation,val,9,177.6647720336914,0.502374,100000,True,17.978410243988037,7.293493032455444,9875.0,0.9456839032527106,23409.389999999974,99.61442553191478,0.0,0.0,0.0,0.589560695953603,6.666222251849876e-05,0.0,0.03613092460502633,0.4103726418238784
0.9470631375425028,0.9467922671124742,0.9430642944596249,0.9472723851805502,,,,0.9687733134391986,,,0.9458210059171598,0.054178994082840236,0.05223647169221145,0.9918763985467146,0.9955618296987636,,,,,,,UNSW-NB15,1,B_BudgetedRLInvestigation,test,9,177.6647720336914,0.502374,100000,True,17.978410243988037,7.640187978744507,9875.0,0.9477635283077885,23523.349999999995,100.09936170212764,0.0,0.0,0.0,0.5898,6.666666666666667e-05,0.0,0.03766666666666667,0.41013333333333335
