dataset,model,macro_f1,minority_recall,pr_auc,fpr,fnr,roc_auc,train_time_sec,inference_latency_sec_per_sample
UNSW-NB15,CNN-LSTM,0.8698520025192668,0.8691072497053304,0.9764028939297869,0.1308927502946696,0.11686414436699599,0.9591823136966093,23.627318223317463,1.2441801025132663e-05
UNSW-NB15,TransformerEncoder,0.8453899270013209,0.8741138897149666,0.9696210254285749,0.12588611028503327,0.15875180798144872,0.9484611454044515,30.43671218554179,1.2150230827751579e-05
UNSW-NB15,HypergraphNN,0.8419541050268539,0.8241586943294849,0.9517844492979247,0.17584130567051512,0.13147736304018165,0.9263531814367988,4.945773045221965,6.998385323418511e-06
UNSW-NB15,Protocol-role-GAT,0.8379071124597853,0.872673775609345,0.9592671187741609,0.12732622439065497,0.16976752775864665,0.9322450281143554,7.7240309715271,9.005122714572483e-06
UNSW-NB15,GAT,0.8373582434875134,0.8559695443825022,0.9375907621331144,0.1440304556174978,0.15972724992284917,0.9253231622347872,6.132419586181641,7.441748513115776e-06
UNSW-NB15,GraphSAGE,0.8331508362847199,0.9215517793556499,0.9664236363272694,0.07844822064434999,0.20894049786819854,0.9376833567113895,4.0821811358133955,5.0043423970540365e-06
UNSW-NB15,GCN,0.8102579804628219,0.780213688844888,0.9009650474155855,0.21978631115511205,0.15041164362481196,0.8757866229033211,4.141692956288655,5.530463324652779e-06
UNSW-NB15,1D-CNN,0.7996979201583457,0.7724553600097789,0.9188838145421303,0.22754463999022104,0.16417442790511108,0.8895507907472101,10.975918849309286,1.0668604276612769e-05
UNSW-NB15,LogisticRegression,0.7787717017727115,0.6468895238247985,0.9164404971818548,0.3531104761752015,0.1070064121646911,0.8741681017243511,1.1431374549865723,2.1927621629503036e-07
UNSW-NB15,GreedyCentrality,0.7734909092990657,0.5943543659302675,0.9089678177483022,0.4056456340697325,0.07487294783626756,0.8641042556742118,,
UNSW-NB15,GreedyUncertainty,0.7734909092990657,0.5943543659302675,0.9089678177483022,0.4056456340697325,0.07487294783626756,0.8641042556742118,,
UNSW-NB15,StaticThreshold,0.7734909092990657,0.5943543659302675,0.9089678177483022,0.4056456340697325,0.07487294783626756,0.8641042556742118,,
UNSW-NB15,GaussianNB,0.7380316565486434,0.848973857750801,0.8972862111761404,0.15102614224919894,0.3176085760648663,0.8540434094741626,0.03248763084411616,6.14113277859158e-07
UNSW-NB15,C3_OfflineSafeGraphRL,0.6790266032408934,0.4103648964500632,0.9085688766629957,0.5896351035499368,0.06671343682138893,0.864130547162436,,
UNSW-NB15,TCN,0.6595215939312418,0.5154132804552288,0.7887390876443371,0.4845867195447712,0.20246367008340393,0.719352109156168,13.171643257141113,1.3264213861553067e-05
UNSW-NB15,FT-Transformer,0.6487571244238861,0.4267592737524861,0.8048783253321078,0.5732407262475139,0.13962339764477727,0.6997420778377119,45.72238262494405,1.3538318210177951e-05
UNSW-NB15,DQN,0.6259854809294044,0.4188175185800702,0.9093124377404059,0.5811824814199298,0.17353843021749168,0.8799498777264928,,
UNSW-NB15,DuelingDQN,0.573015235496631,0.2783703559891201,0.9105858358325496,0.7216296440108798,0.056882316451966265,0.8789532802337142,,
UNSW-NB15,DoubleDQN,0.5303821717060185,0.33112121725487875,0.9116522518990765,0.6688787827451211,0.22936479130203158,0.8390933638690806,,
UNSW-NB15,RandomAcquisition,0.5227033813923153,0.370371442169615,0.9045163508703649,0.629628557830385,0.3250986280353196,0.8538980670757516,,
UNSW-NB15,PPO,0.392680126125894,0.0,0.9068358696967547,1.0,0.0,0.857971648764337,,
UNSW-NB15,A2C,0.39000418515535823,0.0,0.9089678177483022,1.0,0.0,0.8641042556742118,,
UNSW-NB15,CQL_Offline,0.39000418515535823,0.0,0.9089678177483022,1.0,0.0,0.8641042556742118,,
