accuracy,balanced_accuracy,macro_f1,weighted_f1,precision_attack,recall_attack,minority_recall,fpr,fnr,roc_auc,pr_auc,threshold,tn,fp,fn,tp,dataset,seed,component,split,row_cap,post_determinism_fix,note,train_time_sec
0.9786990225817324,0.9591673812012795,0.9687622892211167,0.978471001450474,0.9782850303496623,0.9946110386788353,0.9946110386788353,0.07627627627627627,0.005388961321164711,0.9749792034537798,0.9786446732967418,0.165,3076,254,62,11443,ToN-IoT-Network,2,No_FocalLoss,test,100000,True,,28.021730661392212
0.9539112931213993,0.9327216681892017,0.9323226852213442,0.9539325182489895,0.9708910188143415,0.9702021993614757,0.9702021993614757,0.1047588629830725,0.0297978006385243,0.9671406493714404,0.9849243059766226,0.48500000000000004,2803,328,336,10940,ToN-IoT-Network,2,No_ContrastiveLearning,val,100000,True,,7.422627687454224
0.9573980451634648,0.9374324128561417,0.9386489370061242,0.9573386040206662,0.9714682161130864,0.9736636245110821,0.9736636245110821,0.0987987987987988,0.026336375488917863,0.9724852231631891,0.9885289534602852,0.48500000000000004,3001,329,303,11202,ToN-IoT-Network,2,No_ContrastiveLearning,test,100000,True,,7.422627687454224
0.9893107517179149,0.9781756523041564,0.9840935196469743,0.9892437263149918,0.9885784572131435,0.9978715856686768,0.9978715856686768,0.0415202810603641,0.002128414331323164,0.9796954161596112,0.9828109339215274,0.35000000000000003,3001,130,24,11252,ToN-IoT-Network,2,No_HardClassMining,val,100000,True,,13.12415862083435
0.9859791034715201,0.9727163278010735,0.9795701397658588,0.9858757455299436,0.9853080161525904,0.9967840069534984,0.9967840069534984,0.051351351351351354,0.0032159930465015213,0.9710608913998745,0.9738080619579508,0.35000000000000003,3159,171,37,11468,ToN-IoT-Network,2,No_HardClassMining,test,100000,True,,13.12415862083435
0.9808426459360033,0.9721891754280876,0.9718625881279885,0.9808492659565031,0.9880212954747116,0.9874955658034764,0.9874955658034764,0.04311721494730118,0.012504434196523589,0.9809961185272768,0.9879089542282764,0.34500000000000003,2996,135,141,11135,ToN-IoT-Network,2,PlainKD_NoHardClassExtras,val,100000,True,,7.2600932121276855
0.9809234917425008,0.971163927943589,0.9725249768787776,0.9808958448391455,0.9865591397849462,0.9888744024337245,0.9888744024337245,0.046546546546546545,0.011125597566275533,0.9760739226840922,0.9818756494459266,0.34500000000000003,3175,155,128,11377,ToN-IoT-Network,2,PlainKD_NoHardClassExtras,test,100000,True,,7.2600932121276855
0.995676021940185,0.9649292567410676,0.9532075281606613,0.9957304572862777,0.9984099791758563,0.9971620306336766,0.9971620306336766,0.06730351715154147,0.0028379693663234465,0.9990226542274535,0.9999770798832341,0.26,2148,155,277,97328,CICIoT2023,2,Full_AegisGraphX_backbone,val,100000,True,,
0.9955561783133495,0.961438861958591,0.9539760937713517,0.9955920805849825,0.9981416837782341,0.9973020660224452,0.9973020660224452,0.07442434210526316,0.0026979339775548305,0.9990483145201436,0.9999764126201031,0.26,2251,181,263,97219,CICIoT2023,2,Full_AegisGraphX_backbone,test,100000,True,,
0.9959462705689234,0.9686713216622789,0.9561953381755859,0.9960001500334641,0.9985842668964668,0.9972644844014139,0.9972644844014139,0.059921841076856275,0.002735515598586138,0.9993298798450416,0.9999842535266912,0.5,2165,138,267,97338,CICIoT2023,2,No_ExpertEnsemble_BestSingleExpert,val,100000,True,XGBoost,
0.9960866345056749,0.9707315399118217,0.9597632448155338,0.9961321674019167,0.9986031654735372,0.9973841324552225,0.9973841324552225,0.05592105263157895,0.0026158675447774974,0.9994233500192747,0.9999856755012719,0.5,2296,136,255,97227,CICIoT2023,2,No_ExpertEnsemble_BestSingleExpert,test,100000,True,XGBoost,
0.9958561876926773,0.9658694068578584,0.9550644716585972,0.9959041829883577,0.998451170853292,0.9973054659085088,0.9973054659085088,0.06556665219279201,0.0026945340914912145,0.9990809323150505,0.999978454252862,0.365,2152,151,263,97342,CICIoT2023,2,No_MoERouter_EqualWeight,val,100000,True,,
0.9958864623576276,0.9642141423679838,0.9573379407457308,0.995916903411809,0.9982752779574363,0.9975072321043885,0.9975072321043885,0.06907894736842106,0.0024927678956114976,0.9991475399911885,0.9999788578906128,0.365,2264,168,243,97239,CICIoT2023,2,No_MoERouter_EqualWeight,test,100000,True,,
0.9951955799335389,0.9530241689683732,0.9473342573700272,0.9952257313305467,0.9978471474703983,0.9972337482710927,0.9972337482710927,0.0911854103343465,0.0027662517289073307,0.9985026357377292,0.9999645049993169,0.2,2093,210,270,97335,CICIoT2023,2,No_GraphBranch,val,100000,True,,
0.9949256360470005,0.9547009108766639,0.9474353165994642,0.9949661410104649,0.9978131641358918,0.996984058595433,0.996984058595433,0.08758223684210527,0.003015941404566997,0.9987235497727516,0.9999675694626919,0.2,2219,213,294,97188,CICIoT2023,2,No_GraphBranch,test,100000,True,,
0.9952155983504825,0.9526104434822331,0.9474877850553276,0.9952426572064997,0.9978267777880289,0.9972747297781875,0.9972747297781875,0.09205384281372124,0.002725270221812407,0.9979949112552625,0.9999368164070104,0.195,2091,212,266,97339,CICIoT2023,2,No_TemporalBranch,val,100000,True,,
0.9948255499729768,0.9516426750579594,0.9461863895800725,0.994856785050554,0.9976596421716057,0.9970353501159188,0.9970353501159188,0.09375,0.0029646498840811635,0.998381929686884,0.9999538465379232,0.195,2204,228,289,97193,CICIoT2023,2,No_TemporalBranch,test,100000,True,,
0.9943648156303799,0.9850327568451562,0.9428672005823608,0.9946085868253506,0.9994133146691918,0.9948158393524922,0.9948158393524922,0.024750325662179766,0.005184160647507812,0.9990226542274535,0.9999770798832341,0.5,2246,57,506,97099,CICIoT2023,2,No_Calibration_Raw0.5,val,100000,True,,
0.9949856876914146,0.9864048323968582,0.9510436786893615,0.9951671952661809,0.9994335211296619,0.9954247963726637,0.9954247963726637,0.02261513157894737,0.004575203627336329,0.9990483145201436,0.9999764126201031,0.5,2377,55,446,97036,CICIoT2023,2,No_Calibration_Raw0.5,test,100000,True,,
0.9797013252192016,0.6623056817821119,0.7088776407581772,0.976722214101451,0.9843510870116049,0.9950412376415143,0.9950412376415143,0.6704298740772905,0.0049587623584857335,0.9486327104273267,0.9975877417471806,0.01,759,1544,484,97121,CICIoT2023,2,Full_DistilledStudent,val,100000,True,,21.472312927246094
0.9790419760994455,0.663908182543012,0.7126031332353617,0.9758514234396315,0.9835452278119107,0.9951683387702345,0.9951683387702345,0.6673519736842105,0.004831661229765495,0.9552717736891239,0.9977727447639368,0.01,809,1623,471,97011,CICIoT2023,2,Full_DistilledStudent,test,100000,True,,21.472312927246094
0.9797513712615606,0.6502481256310076,0.6996933946459349,0.9763290564593735,0.983792921930677,0.9956764510014856,0.9956764510014856,0.6951801997394702,0.00432354899851442,0.6988203069239951,0.9780176606436235,0.62,702,1601,422,97183,CICIoT2023,2,No_FocalLoss,val,100000,True,,41.24703001976013
0.9793622515363213,0.6604639822507044,0.7118138842126434,0.9759716936456505,0.9833741970780734,0.9956812539750929,0.9956812539750929,0.6747532894736842,0.004318746024907162,0.7156594285895157,0.9782440514048653,0.62,791,1641,421,97061,CICIoT2023,2,No_FocalLoss,test,100000,True,,41.24703001976013
0.9846859110381551,0.8346571111956811,0.8315641308490738,0.9847566385185591,0.992384251903937,0.9919368884790738,0.9919368884790738,0.3226226660877117,0.008063111520926182,0.8845625861395178,0.9911247437475831,0.55,1560,743,787,96818,CICIoT2023,2,No_ContrastiveLearning,val,100000,True,,10.662606239318848
0.9837760474007646,0.8236976897354329,0.82730583706657,0.9836855593973117,0.9914083886115013,0.9919677478919185,0.9919677478919185,0.34457236842105265,0.008032252108081492,0.8823040622580526,0.9907960949936112,0.55,1594,838,783,96699,CICIoT2023,2,No_ContrastiveLearning,test,100000,True,,10.662606239318848
0.9856868318853345,0.7982839149608816,0.8261877743308665,0.985013544742919,0.9906437163933924,0.9947441217150761,0.9947441217150761,0.3981762917933131,0.0052558782849239285,0.9879518595414453,0.9996241403377893,0.685,1386,917,513,97092,CICIoT2023,2,No_HardClassMining,val,100000,True,,19.541401147842407
0.9853874331925456,0.7984632992973602,0.8299020306563019,0.9846126592921703,0.9901182139284183,0.994952914384194,0.994952914384194,0.3980263157894737,0.005047085615805995,0.9885882419824603,0.9996356496918081,0.685,1464,968,492,96990,CICIoT2023,2,No_HardClassMining,test,100000,True,,19.541401147842407
0.9870480842374985,0.8182712748440655,0.8443847198167512,0.9865141778559112,0.9915682451537825,0.995205163669894,0.995205163669894,0.3586626139817629,0.00479483633010604,0.9002490164849801,0.991476896176672,0.03,1477,826,468,97137,CICIoT2023,2,PlainKD_NoHardClassExtras,val,100000,True,,11.463519096374512
0.9863082250735633,0.8103615696190606,0.8413977698459462,0.9856193602440971,0.9906980068616239,0.9953119550275948,0.9953119550275948,0.3745888157894737,0.004688044972405162,0.8927753273984995,0.9903077221342423,0.03,1521,911,457,97025,CICIoT2023,2,PlainKD_NoHardClassExtras,test,100000,True,,11.463519096374512
0.9454036397573495,0.9372666871158184,0.9402899284047421,0.945206779343092,0.9494887525562372,0.9661845801685569,0.9661845801685569,0.09165120593692022,0.033815419831443136,0.9908647597478846,0.9950203404470629,0.39,4896,494,325,9286,UNSW-NB15,3,Full_AegisGraphX_backbone,val,100000,True,,
0.9458666666666666,0.9384845717683535,0.9408860350508732,0.9457133812655376,0.9514573070607554,0.9647242455775235,0.9647242455775235,0.08775510204081632,0.03527575442247659,0.9916409545560728,0.9954783892250197,0.39,4917,473,339,9271,UNSW-NB15,3,Full_AegisGraphX_backbone,test,100000,True,,
0.9459369375374975,0.942449533610703,0.9414235337618335,0.9459987204422076,0.9605400879212895,0.954843408594319,0.954843408594319,0.0699443413729128,0.04515659140568099,0.9908348002607557,0.9950053852194457,0.375,5013,377,434,9177,UNSW-NB15,3,No_ExpertEnsemble_BestSingleExpert,val,100000,True,LightGBM,
0.9462,0.9424108892445446,0.9416727585025397,0.9462444165832486,0.9599749190093009,0.9558792924037461,0.9558792924037461,0.07105751391465677,0.0441207075962539,0.9915062097112046,0.9954059579950546,0.375,5007,383,424,9186,UNSW-NB15,3,No_ExpertEnsemble_BestSingleExpert,test,100000,True,LightGBM,
0.9435370975268316,0.9404137169666251,0.9388917236653931,0.9436325658000961,0.9600041990342222,0.9515138903339923,0.9515138903339923,0.07068645640074211,0.0484861096660077,0.9898558952529849,0.9944196895826546,0.53,5009,381,466,9145,UNSW-NB15,3,No_MoERouter_EqualWeight,val,100000,True,,
0.9444,0.9420244836180618,0.9399059235158718,0.9445292786506893,0.96228402865571,0.950468262226847,0.950468262226847,0.06641929499072356,0.049531737773152965,0.9908554400854087,0.9950331497156842,0.53,5032,358,476,9134,UNSW-NB15,3,No_MoERouter_EqualWeight,test,100000,True,,
0.9458036130924605,0.9412454884622192,0.9411556165173931,0.9458091254223645,0.9579429523214658,0.9574445947351993,0.9574445947351993,0.07495361781076067,0.04255540526480075,0.9907089105730542,0.9949468143102966,0.47500000000000003,4986,404,409,9202,UNSW-NB15,3,No_GraphBranch,val,100000,True,,
0.9478666666666666,0.9439967643475893,0.9434545918197643,0.94789825670137,0.9607515657620042,0.9577523413111342,0.9577523413111342,0.06975881261595547,0.042247658688865763,0.991520023012516,0.9954057351466861,0.47500000000000003,5014,376,406,9204,UNSW-NB15,3,No_GraphBranch,test,100000,True,,
0.946003599760016,0.9421756320882322,0.9414557721338801,0.946047109232641,0.9597743182530561,0.9557798356050359,0.9557798356050359,0.07142857142857142,0.0442201643949641,0.9906666256139329,0.9949181865815092,0.48500000000000004,5005,385,425,9186,UNSW-NB15,3,No_TemporalBranch,val,100000,True,,
0.9480666666666666,0.9448046156311356,0.9437372015675639,0.9481280553811215,0.9623076117684012,0.9563995837669095,0.9563995837669095,0.06679035250463822,0.04360041623309053,0.9914756679324838,0.9953758255850094,0.48500000000000004,5030,360,419,9191,UNSW-NB15,3,No_TemporalBranch,test,100000,True,,
0.944803679754683,0.9455577145775876,0.940689276457409,0.9450848462670253,0.9701316775505835,0.9428779523462699,0.9428779523462699,0.05176252319109462,0.0571220476537301,0.9908647597478846,0.9950203404470629,0.5,5111,279,549,9062,UNSW-NB15,3,No_Calibration_Raw0.5,val,100000,True,,
0.9475333333333333,0.9478916133665651,0.9435576978672398,0.9477720112726442,0.9707608579660655,0.9466181061394381,0.9466181061394381,0.05083487940630798,0.05338189386056191,0.9916409545560728,0.9954783892250197,0.5,5116,274,513,9097,UNSW-NB15,3,No_Calibration_Raw0.5,test,100000,True,,
0.9181387907472836,0.909877886134259,0.9108807108013506,0.918037065730522,0.9334091614104022,0.9392362917490376,0.9392362917490376,0.11948051948051948,0.06076370825096244,0.9777336053366493,0.9884137343683413,0.5650000000000001,4746,644,584,9027,UNSW-NB15,3,Full_DistilledStudent,val,100000,True,,18.64657688140869
0.9227333333333333,0.9145645865952094,0.9158327300780829,0.9226128338585619,0.9362932369643779,0.9436004162330905,0.9436004162330905,0.11447124304267162,0.05639958376690947,0.9804834848517024,0.989696823534963,0.5650000000000001,4773,617,542,9068,UNSW-NB15,3,Full_DistilledStudent,test,100000,True,,18.64657688140869
0.9057396173588428,0.8926644523928886,0.8965769980265028,0.9052389053505357,0.9158802638254693,0.9391322443034024,0.9391322443034024,0.15380333951762523,0.06086775569659765,0.9700721421361461,0.9699644303901561,0.625,4561,829,585,9026,UNSW-NB15,3,No_FocalLoss,val,100000,True,,17.376290321350098
0.9048,0.8918514071033767,0.895594641741543,0.9043163776756895,0.9155830963023162,0.9378772112382935,0.9378772112382935,0.1541743970315399,0.06212278876170656,0.9692912840095833,0.9668573821997538,0.625,4559,831,597,9013,UNSW-NB15,3,No_FocalLoss,test,100000,True,,17.376290321350098
0.9214719018732085,0.9130087007987331,0.9144240349553594,0.9213343825187138,0.9349149045899948,0.9430860472375403,0.9430860472375403,0.11706864564007421,0.05691395276245968,0.9763695510458892,0.9735807660989975,0.605,4759,631,547,9064,UNSW-NB15,3,No_ContrastiveLearning,val,100000,True,,13.058368444442749
0.9258,0.9176096907403581,0.9191261140402012,0.9256621545949356,0.9380348489535003,0.9467221644120708,0.9467221644120708,0.11150278293135436,0.05327783558792924,0.9761979925827109,0.9708673067538759,0.605,4789,601,512,9098,UNSW-NB15,3,No_ContrastiveLearning,test,100000,True,,13.058368444442749
0.9186720885274315,0.9049570500252011,0.910427939921221,0.9180742926495916,0.9220400362136606,0.9536988866923317,0.9536988866923317,0.1437847866419295,0.0463011133076683,0.9784309452160278,0.9882127063468078,0.5650000000000001,4615,775,445,9166,UNSW-NB15,3,No_HardClassMining,val,100000,True,,13.926430463790894
0.9223333333333333,0.909975211350267,0.9146557656301103,0.9218572183324,0.9269895843866923,0.9539021852237253,0.9539021852237253,0.1339517625231911,0.04609781477627471,0.9800895596153512,0.9891014230904849,0.5650000000000001,4668,722,443,9167,UNSW-NB15,3,No_HardClassMining,test,100000,True,,13.926430463790894
0.9204053063129125,0.9082244776345285,0.9125996341667504,0.919949119361698,0.9262635470475032,0.9515138903339923,0.9515138903339923,0.13506493506493505,0.0484861096660077,0.9802026473608143,0.9892198363869368,0.435,4662,728,466,9145,UNSW-NB15,3,PlainKD_NoHardClassExtras,val,100000,True,,18.05327010154724
0.9258666666666666,0.9140362833242275,0.918577689302772,0.9254314068775571,0.9301478031990281,0.9560874089490115,0.9560874089490115,0.1280148423005566,0.043912591050988554,0.9825201986953139,0.9904107982149438,0.435,4700,690,422,9188,UNSW-NB15,3,PlainKD_NoHardClassExtras,test,100000,True,,18.05327010154724
0.9987457320047384,0.9973580483419248,0.9980198306693748,0.998744896579102,0.9987852494577006,0.9996526270082501,0.9996526270082501,0.004936530324400564,0.00034737299174989145,0.9999764518837575,0.9999942152916012,0.33,2822,14,4,11511,ToN-IoT-Network,3,Full_AegisGraphX_backbone,val,100000,True,,
0.9985592665356909,0.9976515980295635,0.998083199437638,0.9985586409547473,0.998602009611184,0.9994752951464801,0.9994752951464801,0.0041720990873533245,0.000524704853519895,0.9999846305488365,0.9999948074559747,0.33,3819,16,6,11429,ToN-IoT-Network,3,Full_AegisGraphX_backbone,test,100000,True,,
0.9987457320047384,0.9978895804638213,0.9980219377319064,0.9987455652510756,0.999131718329426,0.9993052540165002,0.9993052540165002,0.003526093088857546,0.0006947459834997829,0.9999670203885653,0.9999921621626664,0.34,2826,10,8,11507,ToN-IoT-Network,3,No_ExpertEnsemble_BestSingleExpert,val,100000,True,LightGBM,
0.9990831696136214,0.9986946228014018,0.9987810642174918,0.9990830901331172,0.9993005158695462,0.9994752951464801,0.9994752951464801,0.0020860495436766623,0.000524704853519895,0.9999247717813228,0.999971838077099,0.34,3827,8,6,11429,ToN-IoT-Network,3,No_ExpertEnsemble_BestSingleExpert,test,100000,True,LightGBM,
0.998885095115323,0.9979764237117588,0.9982412547276773,0.9988847985171944,0.9991318690858582,0.9994789405123752,0.9994789405123752,0.003526093088857546,0.0005210594876248371,0.9999327546641499,0.9999842352424024,0.505,2826,10,6,11509,ToN-IoT-Network,3,No_MoERouter_EqualWeight,val,100000,True,,
0.9992796332678454,0.9989124517068015,0.9990421817030862,0.9992795395739491,0.9993880048959608,0.9996501967643201,0.9996501967643201,0.0018252933507170795,0.00034980323567993004,0.9999717466617335,0.9999903613141982,0.505,3828,7,4,11431,ToN-IoT-Network,3,No_MoERouter_EqualWeight,test,100000,True,,
0.9984670057835691,0.9969185957851016,0.9975797930403469,0.9984659847077914,0.9986117136659436,0.9994789405123752,0.9994789405123752,0.005641748942172073,0.0005210594876248371,0.9999720729752755,0.9999931354733661,0.365,2820,16,6,11509,ToN-IoT-Network,3,No_GraphBranch,val,100000,True,,
0.9984937786509496,0.997347914549044,0.9979952013496614,0.9984927965551492,0.9983406113537118,0.9996501967643201,0.9996501967643201,0.004954367666232073,0.00034980323567993004,0.9999845621388165,0.9999948113396647,0.365,3816,19,4,11431,ToN-IoT-Network,3,No_GraphBranch,test,100000,True,,
0.9984670057835691,0.9970514788155757,0.9975804376017418,0.998466189328469,0.9986982556625879,0.9993920972644377,0.9993920972644377,0.005289139633286318,0.0006079027355623101,0.9999712155666216,0.9999929174653595,0.44,2821,15,7,11508,ToN-IoT-Network,3,No_TemporalBranch,val,100000,True,,
0.9988212180746562,0.9981731104154825,0.9984322530728433,0.9988209112392616,0.9989511406345599,0.9994752951464801,0.9994752951464801,0.0031290743155149934,0.000524704853519895,0.9999836043985363,0.9999944646925678,0.44,3823,12,6,11429,ToN-IoT-Network,3,No_TemporalBranch,test,100000,True,,
0.9983973242282768,0.9975395893135035,0.9974734835100926,0.9983974306860687,0.9990446413062359,0.9989578810247504,0.9989578810247504,0.0038787023977433005,0.0010421189752496743,0.9999764518837575,0.9999942152916012,0.5,2825,11,12,11503,ToN-IoT-Network,3,No_Calibration_Raw0.5,val,100000,True,,
0.9989521938441388,0.9986071719924817,0.9986071719924817,0.9989521938441388,0.9993003935286401,0.9993003935286401,0.9993003935286401,0.0020860495436766623,0.0006996064713598601,0.9999846305488365,0.9999948074559747,0.5,3827,8,8,11427,ToN-IoT-Network,3,No_Calibration_Raw0.5,test,100000,True,,
0.9717789701066127,0.9639435010567562,0.9562385497721684,0.9720097504366495,0.9877941693010186,0.9768996960486322,0.9768996960486322,0.04901269393511989,0.023100303951367782,0.9608754479194672,0.9746889620840661,0.755,2697,139,266,11249,ToN-IoT-Network,3,Full_DistilledStudent,val,100000,True,,21.980700969696045
0.973018991486575,0.9693338403275928,0.964500895766621,0.9731556454286063,0.9870967741935484,0.9767380848272846,0.9767380848272846,0.03807040417209909,0.023261915172715347,0.9710931408123348,0.9734353054870173,0.755,3689,146,266,11169,ToN-IoT-Network,3,Full_DistilledStudent,test,100000,True,,21.980700969696045
0.9001463312661139,0.8903375709735324,0.8557750154585256,0.9041542428321511,0.9669321971100407,0.9065566652192792,0.9065566652192792,0.12588152327221439,0.0934433347807208,0.9122373037682496,0.9682005227413806,0.545,2479,357,1076,10439,ToN-IoT-Network,3,No_FocalLoss,val,100000,True,,20.050025463104248
0.8888015717092338,0.8961190425561631,0.8633888251765418,0.8927141931766116,0.967181652432588,0.8814167031045037,0.8814167031045037,0.08917861799217731,0.11858329689549628,0.9251484354913465,0.9683150981259442,0.545,3493,342,1356,10079,ToN-IoT-Network,3,No_FocalLoss,test,100000,True,,20.050025463104248
0.9536617657306111,0.9293993484919101,0.92729770384015,0.9537746412559464,0.9726433176511587,0.969518019973947,0.969518019973947,0.11071932299012693,0.030481980026052975,0.9593655359692116,0.9820998129762385,0.68,2522,314,351,11164,ToN-IoT-Network,3,No_ContrastiveLearning,val,100000,True,,10.052124261856079
0.9461034708578913,0.9393179749037841,0.9298683239095782,0.9466625415231863,0.9745126095510642,0.9529514648010494,0.9529514648010494,0.07431551499348109,0.04704853519895059,0.9569530519135138,0.9770717506907614,0.68,3550,285,538,10897,ToN-IoT-Network,3,No_ContrastiveLearning,test,100000,True,,10.052124261856079
0.9810466169604906,0.9636059576427877,0.9697206864355273,0.9809201567586623,0.9840695771979678,0.9924446374294399,0.9924446374294399,0.0652327221438646,0.0075553625705601386,0.9710344543543195,0.9834647005059881,0.125,2651,185,87,11428,ToN-IoT-Network,3,No_HardClassMining,val,100000,True,,17.284491300582886
0.9827111984282908,0.9725990505829389,0.9768120138166181,0.9826330736775261,0.9841379908121696,0.9929164844774814,0.9929164844774814,0.04771838331160365,0.007083515522518583,0.9779114306872528,0.9830883891623159,0.125,3652,183,81,11354,ToN-IoT-Network,3,No_HardClassMining,test,100000,True,,17.284491300582886
0.9735210089889206,0.947488481633388,0.957324761213736,0.9732242334952458,0.976791984242528,0.9905340859748154,0.9905340859748154,0.0955571227080395,0.009465914025184543,0.9652618127946198,0.976430311141852,0.08,2565,271,109,11406,ToN-IoT-Network,3,PlainKD_NoHardClassExtras,val,100000,True,,13.813331842422485
0.9721676489849378,0.9571539493389596,0.9625611523532794,0.971999985501386,0.975799481417459,0.9873196327066025,0.9873196327066025,0.07301173402868318,0.012680367293397464,0.9733611496075832,0.9762124577454985,0.08,3555,280,145,11290,ToN-IoT-Network,3,PlainKD_NoHardClassExtras,test,100000,True,,13.813331842422485
0.9959560773950732,0.9648509644681693,0.9569158200994903,0.9959905612657011,0.9983582839963472,0.9974985391058302,0.9974985391058302,0.06779661016949153,0.002501460894169751,0.999180709003261,0.9999803146958024,0.15000000000000002,2200,160,244,97299,CICIoT2023,3,Full_AegisGraphX_backbone,val,100000,True,,
0.9952259898314584,0.9609146310983168,0.9501922068862085,0.9952814484040331,0.9981520076383684,0.9969544708777687,0.9969544708777687,0.07512520868113523,0.003045529122231337,0.9990422066583491,0.9999765934420749,0.15000000000000002,2216,180,297,97223,CICIoT2023,3,Full_AegisGraphX_backbone,test,100000,True,,
0.9960361550704183,0.9733682489791118,0.9583938344308338,0.9960987437224683,0.9987780459002926,0.9971602267717827,0.9971602267717827,0.050423728813559325,0.002839773228217299,0.999359474144128,0.9999845825305862,0.5700000000000001,2241,119,277,97266,CICIoT2023,3,No_ExpertEnsemble_BestSingleExpert,val,100000,True,XGBoost,
0.9954161495656352,0.9685435443403758,0.9526926940457324,0.9954935406089983,0.9985310432674529,0.9967698933552092,0.9967698933552092,0.059682804674457426,0.0032301066447908123,0.9991754998075818,0.9999798598550862,0.5700000000000001,2253,143,315,97205,CICIoT2023,3,No_ExpertEnsemble_BestSingleExpert,test,100000,True,XGBoost,
0.9961963104211085,0.9715896179294763,0.9598016691152018,0.9962437855210141,0.9986860879294593,0.997416523994546,0.997416523994546,0.05423728813559322,0.002583476005454005,0.9991579593667251,0.999979801290418,0.435,2232,128,252,97291,CICIoT2023,3,No_MoERouter_EqualWeight,val,100000,True,,
0.9956363345209976,0.966010139951601,0.9545365735649519,0.9956899805247719,0.9983982915109451,0.9971287940935193,0.9971287940935193,0.0651085141903172,0.002871205906480722,0.9990705429544181,0.9999773487205291,0.435,2240,156,280,97240,CICIoT2023,3,No_MoERouter_EqualWeight,test,100000,True,,
0.9955156501806752,0.9683467152339768,0.9529867765161883,0.9955890537660738,0.9985417800552481,0.9968629219933772,0.9968629219933772,0.06016949152542373,0.0031370780066227203,0.9991121060559646,0.9999786401787261,0.28,2218,142,306,97237,CICIoT2023,3,No_GraphBranch,val,100000,True,,
0.9953661075303255,0.9654645988460395,0.9519403323243514,0.9954333194759047,0.9983773736045927,0.9968724364232978,0.9968724364232978,0.0659432387312187,0.003127563576702215,0.9990340836724046,0.9999764122144362,0.28,2238,158,305,97215,CICIoT2023,3,No_GraphBranch,test,100000,True,,
0.9954355725053302,0.9683057076783346,0.952223548518297,0.995513799954002,0.9985416602479178,0.996780906882093,0.996780906882093,0.06016949152542373,0.0032190931179069742,0.9990355166265656,0.9999766986279137,0.28,2218,142,314,97229,CICIoT2023,3,No_TemporalBranch,val,100000,True,,
0.9952460066455823,0.9658101809688283,0.9508499001106067,0.995322212302275,0.9983976498865001,0.9967288761279738,0.9967288761279738,0.0651085141903172,0.003271123872026251,0.998986548369514,0.9999752271405196,0.28,2240,156,319,97201,CICIoT2023,3,No_TemporalBranch,test,100000,True,,
0.9932634655615947,0.9911750393611718,0.935266428573667,0.9936443390622557,0.9997317430511132,0.993367027874886,0.993367027874886,0.011016949152542373,0.006632972125114052,0.999180709003261,0.9999803146958024,0.5,2334,26,647,96896,CICIoT2023,3,No_Calibration_Raw0.5,val,100000,True,,
0.9928039553224709,0.9893927413203027,0.9321024802988198,0.9932222405493653,0.9996490105193612,0.9929757998359311,0.9929757998359311,0.014190317195325543,0.007024200164068909,0.9990422066583491,0.9999765934420749,0.5,2362,34,685,96835,CICIoT2023,3,No_Calibration_Raw0.5,test,100000,True,,
0.9801707656426734,0.6884208259651502,0.7332560848948483,0.9777688718610799,0.9851946627673186,0.9946382620997919,0.9946382620997919,0.6177966101694915,0.005361737900208113,0.9036401503587205,0.9956370576224969,0.34,902,1458,523,97020,CICIoT2023,3,Full_DistilledStudent,val,100000,True,,15.749241828918457
0.9795828495936587,0.6868558360872167,0.7304095358699707,0.9771600646614518,0.9848964998882727,0.9943293683347005,0.9943293683347005,0.6206176961602671,0.0056706316652994256,0.8989574417165059,0.9953576799697036,0.34,909,1487,553,96967,CICIoT2023,3,Full_DistilledStudent,test,100000,True,,15.749241828918457
0.9764972022862176,0.5157736344701173,0.524449851499701,0.96619418165291,0.9771057406052344,0.999343879109726,0.999343879109726,0.9677966101694915,0.000656120890274033,0.8366485762819595,0.992831811812324,0.035,76,2284,64,97479,CICIoT2023,3,No_FocalLoss,val,100000,True,,15.489198446273804
0.9760598903078586,0.5165083811411143,0.525652446158704,0.9657066533159542,0.976793841095451,0.9992104183757178,0.9992104183757178,0.9661936560934892,0.0007895816242821986,0.8425622786507729,0.9930516091931725,0.035,81,2315,77,97443,CICIoT2023,3,No_FocalLoss,test,100000,True,,15.489198446273804
0.9804510375063812,0.6790543831429755,0.7285821480722936,0.9776899485565592,0.9847461408953528,0.9953969018791713,0.9953969018791713,0.6372881355932203,0.004603098120828763,0.8055324209905166,0.9905373725860325,0.59,856,1504,449,97094,CICIoT2023,3,No_ContrastiveLearning,val,100000,True,,9.214818716049194
0.9801833540173746,0.6851279254732731,0.7329069616049808,0.9775752462773949,0.984807274646315,0.9950471698113208,0.9950471698113208,0.6247913188647746,0.004952830188679245,0.7999738057241972,0.9900694132787087,0.59,899,1497,483,97037,CICIoT2023,3,No_ContrastiveLearning,test,100000,True,,9.214818716049194
0.9843848533077085,0.9651275265476138,0.866406835117945,0.9860184975632893,0.9986492524131625,0.9853397988579395,0.9853397988579395,0.05508474576271186,0.014660201142060425,0.9897034697604898,0.9996036732757821,0.65,2230,130,1430,96113,CICIoT2023,3,No_HardClassMining,val,100000,True,,17.17213726043701
