accuracy,balanced_accuracy,macro_f1,weighted_f1,precision_attack,recall_attack,minority_recall,fpr,fnr,roc_auc,pr_auc,threshold,tn,fp,fn,tp,dataset,seed,component,split,row_cap,post_determinism_fix,note,train_time_sec
0.9986170654128059,0.9972179019634444,0.9979944262189595,0.9986159836370907,0.9984911689003284,0.9997334044254865,0.9997334044254865,0.005297600498597694,0.00026659557451346307,0.9999549443232852,0.9999870144986752,0.44,3192,17,3,11250,ToN-IoT-Network,0,No_ExpertEnsemble_BestSingleExpert,val,100000,True,RandomForest,
0.9985709424974482,0.9965398547440991,0.9976871097276383,0.9985692884731101,0.9984030929567994,0.9998316640013467,0.9998316640013467,0.006751954513148543,0.00016833599865331202,0.9999435888959737,0.9999862327325305,0.44,2795,19,2,11879,ToN-IoT-Network,0,No_ExpertEnsemble_BestSingleExpert,test,100000,True,RandomForest,
0.9986170654128059,0.9974406603306809,0.9979953220669935,0.9986162934444103,0.9986682056290509,0.9995556740424776,0.9995556740424776,0.004674353381115612,0.0004443259575224385,0.9998596544747446,0.9999577687539348,0.4,3194,15,5,11248,ToN-IoT-Network,0,No_MoERouter_EqualWeight,val,100000,True,,
0.99891119428377,0.9972926707977781,0.9982385173386472,0.9989101572308869,0.9987389659520807,0.9999158320006734,0.9999158320006734,0.005330490405117271,8.416799932665601e-05,0.9999724823882798,0.9999934082042626,0.4,2799,15,1,11880,ToN-IoT-Network,0,No_MoERouter_EqualWeight,test,100000,True,,
0.9984787719540865,0.9971290367719399,0.9977943617285032,0.9984777524751011,0.998490901020861,0.9995556740424776,0.9995556740424776,0.005297600498597694,0.0004443259575224385,0.9998507928788326,0.9999534699879569,0.365,3192,17,5,11248,ToN-IoT-Network,0,No_GraphBranch,val,100000,True,,
0.9988431439265056,0.9972505867981147,0.9981286792830905,0.9988421210145711,0.9987388599293762,0.9998316640013467,0.9998316640013467,0.005330490405117271,0.00016833599865331202,0.9998914101202717,0.9999732332676625,0.365,2799,15,2,11879,ToN-IoT-Network,0,No_GraphBranch,test,100000,True,,
0.9984787719540865,0.9972404159555581,0.9977948542736927,0.9984779227888514,0.9985794193376543,0.999466808850973,0.999466808850973,0.004985976939856653,0.0005331911490269261,0.999772256985063,0.9999287360434741,0.35500000000000004,3193,16,6,11247,ToN-IoT-Network,0,No_TemporalBranch,val,100000,True,,
0.9987750935692412,0.9969373047707702,0.998017792520947,0.9987737595588072,0.9985710683365554,0.9999158320006734,0.9999158320006734,0.006041222459132907,8.416799932665601e-05,0.9998774269860552,0.9999698125154615,0.35500000000000004,2797,17,1,11880,ToN-IoT-Network,0,No_TemporalBranch,test,100000,True,,
0.9983404784953672,0.997262929947672,0.9975954600050279,0.9983399232020825,0.9986677324806821,0.9992002132764596,0.9992002132764596,0.004674353381115612,0.0007997867235403892,0.9999557197129275,0.9999872552112138,0.5,3194,15,9,11244,ToN-IoT-Network,0,No_Calibration_Raw0.5,val,100000,True,,
0.9988431439265056,0.9975217848257959,0.9981296967537789,0.998842436453549,0.9989066442388562,0.9996633280026934,0.9996633280026934,0.004619758351101635,0.00033667199730662403,0.9999172826573781,0.9999797155651645,0.5,2801,13,4,11877,ToN-IoT-Network,0,No_Calibration_Raw0.5,test,100000,True,,
0.8747752731295809,0.8181775120000547,0.8184966753150507,0.8747123763978871,0.9191973006570769,0.9199324624544566,0.9199324624544566,0.28357743845434713,0.08006753754554341,0.815627518545174,0.9276392808413345,0.595,2299,910,901,10352,ToN-IoT-Network,0,Full_DistilledStudent,val,100000,True,,16.377650260925293
0.8742429397754338,0.7958504877227484,0.7964933654838978,0.8741059813708688,0.921660922921745,0.9229021126167831,0.9229021126167831,0.3312011371712864,0.0770978873832169,0.7892789829394994,0.9301597308930155,0.595,1882,932,916,10965,ToN-IoT-Network,0,Full_DistilledStudent,test,100000,True,,16.377650260925293
0.9296086295118241,0.9092135314243406,0.9002695739148632,0.9303566931425473,0.9629964715461865,0.945881098373767,0.945881098373767,0.1274540355250857,0.05411890162623301,0.9418466076024683,0.9739336221651201,0.46,2800,409,609,10644,ToN-IoT-Network,0,No_FocalLoss,val,100000,True,,15.507236957550049
0.9252126573664512,0.8904249449064512,0.8818572809797194,0.9260162562323028,0.9601399795151929,0.9468058244255534,0.9468058244255534,0.16595593461265104,0.0531941755744466,0.9305110164066582,0.9729861858436171,0.46,2347,467,632,11249,ToN-IoT-Network,0,No_FocalLoss,test,100000,True,,15.507236957550049
